COLLOCATE	arg0.c..np....np....v.v..arg1.np..arg2.c..s....vp...	arg0.c..np....np....v.v..arg1.np..arg2.np.	arg0.c..np....np....v.v..arg1.np..arg2.pp.	arg0.c..np....np....v.v..arg1.np..arg2.vp.	arg0.c..np....np....v.v..arg2.pp..arg1.np.	arg0.c..np....np....qp....v.v..arg1.np..arg2.pp.	arg0.np..arg1.c..np....np....qp....v.v..arg2.pp.	arg0.np..arg1.c..np....qp....v.v..arg2.pp.	arg0.np..arg1.np..v.v..arg2.np.	arg0.np..arg1.np..v.v..arg2.pp.	arg0.np..arg2.np..v.v..arg1.np.	arg0.np..arg2.pp..v.v..arg1.np.	arg0.np..arg2.rb..v.v..arg1.np.	arg0.np..arg2.rbr..v.v..arg1.np.	arg0.np..arg2.whadvp..v.v..arg1.np.	arg0.np..arg2.wrb..v.v..arg1.np.	arg0.np..v.v..arg1.c..np....np....arg2.pp.	arg0.np..v.v..arg1.c..np....np....arg2.rb.	arg0.np..v.v..arg1.c..np....qp....arg2.c..s....vp...	arg0.np..v.v..arg1.c..np....qp....arg2.pp.	arg0.np..v.v..arg1.np..arg2.adjp.	arg0.np..v.v..arg1.np..arg2.advp.	arg0.np..v.v..arg1.np..arg2.c..np....qp...	arg0.np..v.v..arg1.np..arg2.c..s....vp...	arg0.np..v.v..arg1.np..arg2.c..sbar....s...	arg0.np..v.v..arg1.np..arg2.c..sbar....s....vp...	arg0.np..v.v..arg1.np..arg2.cd.	arg0.np..v.v..arg1.np..arg2.dt.	arg0.np..v.v..arg1.np..arg2.in.	arg0.np..v.v..arg1.np..arg2.jj.	arg0.np..v.v..arg1.np..arg2.jjr.	arg0.np..v.v..arg1.np..arg2.nn.	arg0.np..v.v..arg1.np..arg2.np.	arg0.np..v.v..arg1.np..arg2.pp.	arg0.np..v.v..arg1.np..arg2.rb.	arg0.np..v.v..arg1.np..arg2.rbr.	arg0.np..v.v..arg1.np..arg2.rp.	arg0.np..v.v..arg1.np..arg2.s.	arg0.np..v.v..arg1.np..arg2.sbar.	arg0.np..v.v..arg1.np..arg2.to.	arg0.np..v.v..arg1.np..arg2.ucp.	arg0.np..v.v..arg1.np..arg2.v.	arg0.np..v.v..arg1.np..arg2.vp.	arg0.np..v.v..arg1.np..arg2.wdt.	arg0.np..v.v..arg2.c..np....np....arg1.np.	arg0.np..v.v..arg2.in..arg1.np.	arg0.np..v.v..arg2.jj..arg1.np.	arg0.np..v.v..arg2.nnp..arg1.np.	arg0.np..v.v..arg2.np..arg1.c..np....qp...	arg0.np..v.v..arg2.np..arg1.np.	arg0.np..v.v..arg2.pp..arg1.c..np....qp...	arg0.np..v.v..arg2.pp..arg1.np.	arg0.np..v.v..arg2.prp..arg1.np.	arg0.np..v.v..arg2.rb..arg1.np.	arg0.np..v.v..arg2.rp..arg1.c..np....qp...	arg0.np..v.v..arg2.rp..arg1.np.	arg0.np..v.v..arg2.to..arg1.np.	arg0.np..v.v..arg2.v..arg1.np.	arg1.c..np....np....arg0.np..v.v..arg2.pp.	arg1.np..arg0.np..v.v..arg2.advp.	arg1.np..arg0.np..v.v..arg2.c..s....np...	arg1.np..arg0.np..v.v..arg2.c..s....vp...	arg1.np..arg0.np..v.v..arg2.np.	arg1.np..arg0.np..v.v..arg2.pp.	arg1.np..arg0.np..v.v..arg2.prp.	arg1.np..arg0.np..v.v..arg2.rb.	arg1.np..arg0.np..v.v..arg2.rp.	arg1.np..arg0.np..v.v..arg2.s.	arg2.adjp..arg0.np..v.v..arg1.np.	arg2.advp..arg0.np..v.v..arg1.np.	arg2.c..s....vp....arg0.np..v.v..arg1.np.	arg2.nn..arg0.np..v.v..arg1.np.	arg2.np..arg0.np..v.v..arg1.np.	arg2.np..v.v..arg0.np..arg1.np.	arg2.pp..arg0.np..v.v..arg1.np.	arg2.pp..v.v..arg0.np..arg1.np.	arg2.wdt..arg0.np..v.v..arg1.np.	arg2.whnp..arg0.np..v.v..arg1.np.	arg2.wp..arg0.np..v.v..arg1.c..s....np...	arg2.wp..arg0.np..v.v..arg1.np.	arg2.wrb..arg0.np..v.v..arg1.np.	v.v..arg1.c..np....qp....arg2.pp..arg0.np.	v.v..arg1.np..arg2.c..s....vp....arg0.np.	v.v..arg1.np..arg2.pp..arg0.np.	v.v..arg1.np..arg2.rb..arg0.np.	v.v..arg2.np..arg1.np..arg0.np.	v.v..arg2.rp..arg1.np..arg0.np.	SUMABSDEV	LARGESTPREF
tailor.01	-0.0146340592860455	-0.0146340592860455	-0.0327227513503597	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0413913702297948	-0.0253469342044059	-0.0358459781164493	-0.0959619441292339	-0.0146340592860455	-0.0146340592860455	-0.0253469342044059	-0.0439021778581364	-0.0146340592860455	-0.0146340592860455	-0.0925539175156824	-0.0620870553446923	-0.140364965676088	-0.0146340592860455	-0.398358340153602	-0.0654455027007194	-0.0760408026132176	-0.0146340592860455	-0.0387180815422517	-0.0462769587578412	-0.0774361630845034	-0.0206956851148974	-0.0146340592860455	-0.219998150465802	0.758331859429364	-0.149954485010242	-0.0292681185720909	-0.0937036997065069	-0.08901550749132	-0.154179381636494	-0.0253469342044059	-0.0206956851148974	-0.0547556360261198	-0.259728786860564	-0.0146340592860455	-0.0146340592860455	-0.0413913702297948	-0.0206956851148974	-0.0146340592860455	-0.0358459781164493	-0.502696444786754	-0.0146340592860455	-0.174384942436622	-0.0327227513503597	-0.0827827404595897	-0.0253469342044059	-0.155562184042867	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0327227513503597	-0.0387180815422517	-0.159638739819981	-0.15348330863851	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0206956851148974	-0.0146340592860455	-0.0146340592860455	-0.0387180815422517	-0.0146340592860455	-0.0506938684088117	-0.0206956851148974	-0.08901550749132	-0.0146340592860455	-0.0292681185720909	-0.0146340592860455	-0.0253469342044059	-0.0527638511240168	-0.0716919562328985	-0.0146340592860455	-0.0253469342044059	-0.097071367623258	-0.0146340592860455	-0.0327227513503597	-0.0146340592860455	5.68105447591609	arg0(np)-v(v)-arg1(np)-arg2(pp)
tangle.01	-0.0146340592860455	-0.0146340592860455	-0.0327227513503597	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0413913702297948	-0.0253469342044059	-0.0358459781164493	-0.0959619441292339	-0.0146340592860455	-0.0146340592860455	-0.0253469342044059	-0.0439021778581364	-0.0146340592860455	-0.0146340592860455	-0.0925539175156824	-0.0620870553446923	-0.140364965676088	-0.0146340592860455	-0.398358340153602	-0.0654455027007194	-0.0760408026132176	-0.0146340592860455	-0.0387180815422517	-0.0462769587578412	-0.0774361630845034	-0.0206956851148974	-0.0146340592860455	-0.219998150465802	0.758331859429364	-0.149954485010242	-0.0292681185720909	-0.0937036997065069	-0.08901550749132	-0.154179381636494	-0.0253469342044059	-0.0206956851148974	-0.0547556360261198	-0.259728786860564	-0.0146340592860455	-0.0146340592860455	-0.0413913702297948	-0.0206956851148974	-0.0146340592860455	-0.0358459781164493	-0.502696444786754	-0.0146340592860455	-0.174384942436622	-0.0327227513503597	-0.0827827404595897	-0.0253469342044059	-0.155562184042867	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0327227513503597	-0.0387180815422517	-0.159638739819981	-0.15348330863851	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0206956851148974	-0.0146340592860455	-0.0146340592860455	-0.0387180815422517	-0.0146340592860455	-0.0506938684088117	-0.0206956851148974	-0.08901550749132	-0.0146340592860455	-0.0292681185720909	-0.0146340592860455	-0.0253469342044059	-0.0527638511240168	-0.0716919562328985	-0.0146340592860455	-0.0253469342044059	-0.097071367623258	-0.0146340592860455	-0.0327227513503597	-0.0146340592860455	5.68105447591609	arg0(np)-v(v)-arg1(np)-arg2(pp)
tap.01	-0.0146340592860455	-0.0146340592860455	-0.0327227513503597	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0413913702297948	-0.0253469342044059	-0.0358459781164493	-0.0959619441292339	-0.0146340592860455	-0.0146340592860455	-0.0253469342044059	-0.0439021778581364	-0.0146340592860455	-0.0146340592860455	-0.0925539175156824	-0.0620870553446923	-0.140364965676088	-0.0146340592860455	-0.398358340153602	-0.0654455027007194	-0.0760408026132176	-0.0146340592860455	-0.0387180815422517	-0.0462769587578412	-0.0774361630845034	-0.0206956851148974	-0.0146340592860455	-0.219998150465802	0.758331859429364	-0.149954485010242	-0.0292681185720909	-0.0937036997065069	-0.08901550749132	-0.154179381636494	-0.0253469342044059	-0.0206956851148974	-0.0547556360261198	-0.259728786860564	-0.0146340592860455	-0.0146340592860455	-0.0413913702297948	-0.0206956851148974	-0.0146340592860455	-0.0358459781164493	-0.502696444786754	-0.0146340592860455	-0.174384942436622	-0.0327227513503597	-0.0827827404595897	-0.0253469342044059	-0.155562184042867	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0327227513503597	-0.0387180815422517	-0.159638739819981	-0.15348330863851	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0206956851148974	-0.0146340592860455	-0.0146340592860455	-0.0387180815422517	-0.0146340592860455	-0.0506938684088117	-0.0206956851148974	-0.08901550749132	-0.0146340592860455	-0.0292681185720909	-0.0146340592860455	-0.0253469342044059	-0.0527638511240168	-0.0716919562328985	-0.0146340592860455	-0.0253469342044059	-0.097071367623258	-0.0146340592860455	-0.0327227513503597	-0.0146340592860455	5.68105447591609	arg0(np)-v(v)-arg1(np)-arg2(pp)
tell.02	-0.0146340592860455	-0.0146340592860455	-0.0327227513503597	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0413913702297948	-0.0253469342044059	-0.0358459781164493	-0.0959619441292339	-0.0146340592860455	-0.0146340592860455	-0.0253469342044059	-0.0439021778581364	-0.0146340592860455	-0.0146340592860455	-0.0925539175156824	-0.0620870553446923	-0.140364965676088	-0.0146340592860455	-0.398358340153602	-0.0654455027007194	-0.0760408026132176	-0.0146340592860455	-0.0387180815422517	-0.0462769587578412	-0.0774361630845034	-0.0206956851148974	-0.0146340592860455	-0.219998150465802	0.758331859429364	-0.149954485010242	-0.0292681185720909	-0.0937036997065069	-0.08901550749132	-0.154179381636494	-0.0253469342044059	-0.0206956851148974	-0.0547556360261198	-0.259728786860564	-0.0146340592860455	-0.0146340592860455	-0.0413913702297948	-0.0206956851148974	-0.0146340592860455	-0.0358459781164493	-0.502696444786754	-0.0146340592860455	-0.174384942436622	-0.0327227513503597	-0.0827827404595897	-0.0253469342044059	-0.155562184042867	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0327227513503597	-0.0387180815422517	-0.159638739819981	-0.15348330863851	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0206956851148974	-0.0146340592860455	-0.0146340592860455	-0.0387180815422517	-0.0146340592860455	-0.0506938684088117	-0.0206956851148974	-0.08901550749132	-0.0146340592860455	-0.0292681185720909	-0.0146340592860455	-0.0253469342044059	-0.0527638511240168	-0.0716919562328985	-0.0146340592860455	-0.0253469342044059	-0.097071367623258	-0.0146340592860455	-0.0327227513503597	-0.0146340592860455	5.68105447591609	arg0(np)-v(v)-arg1(np)-arg2(pp)
track.01	-0.0146340592860455	-0.0146340592860455	-0.0327227513503597	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0413913702297948	-0.0253469342044059	-0.0358459781164493	-0.0959619441292339	-0.0146340592860455	-0.0146340592860455	-0.0253469342044059	-0.0439021778581364	-0.0146340592860455	-0.0146340592860455	-0.0925539175156824	-0.0620870553446923	-0.140364965676088	-0.0146340592860455	-0.398358340153602	-0.0654455027007194	-0.0760408026132176	-0.0146340592860455	-0.0387180815422517	-0.0462769587578412	-0.0774361630845034	-0.0206956851148974	-0.0146340592860455	-0.219998150465802	0.758331859429364	-0.149954485010242	-0.0292681185720909	-0.0937036997065069	-0.08901550749132	-0.154179381636494	-0.0253469342044059	-0.0206956851148974	-0.0547556360261198	-0.259728786860564	-0.0146340592860455	-0.0146340592860455	-0.0413913702297948	-0.0206956851148974	-0.0146340592860455	-0.0358459781164493	-0.502696444786754	-0.0146340592860455	-0.174384942436622	-0.0327227513503597	-0.0827827404595897	-0.0253469342044059	-0.155562184042867	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0327227513503597	-0.0387180815422517	-0.159638739819981	-0.15348330863851	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0206956851148974	-0.0146340592860455	-0.0146340592860455	-0.0387180815422517	-0.0146340592860455	-0.0506938684088117	-0.0206956851148974	-0.08901550749132	-0.0146340592860455	-0.0292681185720909	-0.0146340592860455	-0.0253469342044059	-0.0527638511240168	-0.0716919562328985	-0.0146340592860455	-0.0253469342044059	-0.097071367623258	-0.0146340592860455	-0.0327227513503597	-0.0146340592860455	5.68105447591609	arg0(np)-v(v)-arg1(np)-arg2(pp)
translate.01	-0.0146340592860455	-0.0146340592860455	-0.0327227513503597	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0413913702297948	-0.0253469342044059	-0.0358459781164493	-0.0959619441292339	-0.0146340592860455	-0.0146340592860455	-0.0253469342044059	-0.0439021778581364	-0.0146340592860455	-0.0146340592860455	-0.0925539175156824	-0.0620870553446923	-0.140364965676088	-0.0146340592860455	-0.398358340153602	-0.0654455027007194	-0.0760408026132176	-0.0146340592860455	-0.0387180815422517	-0.0462769587578412	-0.0774361630845034	-0.0206956851148974	-0.0146340592860455	-0.219998150465802	0.758331859429364	-0.149954485010242	-0.0292681185720909	-0.0937036997065069	-0.08901550749132	-0.154179381636494	-0.0253469342044059	-0.0206956851148974	-0.0547556360261198	-0.259728786860564	-0.0146340592860455	-0.0146340592860455	-0.0413913702297948	-0.0206956851148974	-0.0146340592860455	-0.0358459781164493	-0.502696444786754	-0.0146340592860455	-0.174384942436622	-0.0327227513503597	-0.0827827404595897	-0.0253469342044059	-0.155562184042867	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0327227513503597	-0.0387180815422517	-0.159638739819981	-0.15348330863851	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0206956851148974	-0.0146340592860455	-0.0146340592860455	-0.0387180815422517	-0.0146340592860455	-0.0506938684088117	-0.0206956851148974	-0.08901550749132	-0.0146340592860455	-0.0292681185720909	-0.0146340592860455	-0.0253469342044059	-0.0527638511240168	-0.0716919562328985	-0.0146340592860455	-0.0253469342044059	-0.097071367623258	-0.0146340592860455	-0.0327227513503597	-0.0146340592860455	5.68105447591609	arg0(np)-v(v)-arg1(np)-arg2(pp)
trim.02	-0.0146340592860455	-0.0146340592860455	-0.0327227513503597	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0413913702297948	-0.0253469342044059	-0.0358459781164493	-0.0959619441292339	-0.0146340592860455	-0.0146340592860455	-0.0253469342044059	-0.0439021778581364	-0.0146340592860455	-0.0146340592860455	-0.0925539175156824	-0.0620870553446923	-0.140364965676088	-0.0146340592860455	-0.398358340153602	-0.0654455027007194	-0.0760408026132176	-0.0146340592860455	-0.0387180815422517	-0.0462769587578412	-0.0774361630845034	-0.0206956851148974	-0.0146340592860455	-0.219998150465802	0.758331859429364	-0.149954485010242	-0.0292681185720909	-0.0937036997065069	-0.08901550749132	-0.154179381636494	-0.0253469342044059	-0.0206956851148974	-0.0547556360261198	-0.259728786860564	-0.0146340592860455	-0.0146340592860455	-0.0413913702297948	-0.0206956851148974	-0.0146340592860455	-0.0358459781164493	-0.502696444786754	-0.0146340592860455	-0.174384942436622	-0.0327227513503597	-0.0827827404595897	-0.0253469342044059	-0.155562184042867	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0327227513503597	-0.0387180815422517	-0.159638739819981	-0.15348330863851	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0206956851148974	-0.0146340592860455	-0.0146340592860455	-0.0387180815422517	-0.0146340592860455	-0.0506938684088117	-0.0206956851148974	-0.08901550749132	-0.0146340592860455	-0.0292681185720909	-0.0146340592860455	-0.0253469342044059	-0.0527638511240168	-0.0716919562328985	-0.0146340592860455	-0.0253469342044059	-0.097071367623258	-0.0146340592860455	-0.0327227513503597	-0.0146340592860455	5.68105447591609	arg0(np)-v(v)-arg1(np)-arg2(pp)
want.01	-0.0146340592860455	-0.0146340592860455	-0.0327227513503597	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0413913702297948	-0.0253469342044059	-0.0358459781164493	-0.0959619441292339	-0.0146340592860455	-0.0146340592860455	-0.0253469342044059	-0.0439021778581364	-0.0146340592860455	-0.0146340592860455	-0.0925539175156824	-0.0620870553446923	-0.140364965676088	-0.0146340592860455	-0.398358340153602	-0.0654455027007194	-0.0760408026132176	-0.0146340592860455	-0.0387180815422517	-0.0462769587578412	-0.0774361630845034	-0.0206956851148974	-0.0146340592860455	-0.219998150465802	0.758331859429364	-0.149954485010242	-0.0292681185720909	-0.0937036997065069	-0.08901550749132	-0.154179381636494	-0.0253469342044059	-0.0206956851148974	-0.0547556360261198	-0.259728786860564	-0.0146340592860455	-0.0146340592860455	-0.0413913702297948	-0.0206956851148974	-0.0146340592860455	-0.0358459781164493	-0.502696444786754	-0.0146340592860455	-0.174384942436622	-0.0327227513503597	-0.0827827404595897	-0.0253469342044059	-0.155562184042867	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0327227513503597	-0.0387180815422517	-0.159638739819981	-0.15348330863851	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0206956851148974	-0.0146340592860455	-0.0146340592860455	-0.0387180815422517	-0.0146340592860455	-0.0506938684088117	-0.0206956851148974	-0.08901550749132	-0.0146340592860455	-0.0292681185720909	-0.0146340592860455	-0.0253469342044059	-0.0527638511240168	-0.0716919562328985	-0.0146340592860455	-0.0253469342044059	-0.097071367623258	-0.0146340592860455	-0.0327227513503597	-0.0146340592860455	5.68105447591609	arg0(np)-v(v)-arg1(np)-arg2(pp)
whip.01	-0.0146340592860455	-0.0146340592860455	-0.0327227513503597	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0413913702297948	-0.0253469342044059	-0.0358459781164493	-0.0959619441292339	-0.0146340592860455	-0.0146340592860455	-0.0253469342044059	-0.0439021778581364	-0.0146340592860455	-0.0146340592860455	-0.0925539175156824	-0.0620870553446923	-0.140364965676088	-0.0146340592860455	-0.398358340153602	-0.0654455027007194	-0.0760408026132176	-0.0146340592860455	-0.0387180815422517	-0.0462769587578412	-0.0774361630845034	-0.0206956851148974	-0.0146340592860455	-0.219998150465802	0.758331859429364	-0.149954485010242	-0.0292681185720909	-0.0937036997065069	-0.08901550749132	-0.154179381636494	-0.0253469342044059	-0.0206956851148974	-0.0547556360261198	-0.259728786860564	-0.0146340592860455	-0.0146340592860455	-0.0413913702297948	-0.0206956851148974	-0.0146340592860455	-0.0358459781164493	-0.502696444786754	-0.0146340592860455	-0.174384942436622	-0.0327227513503597	-0.0827827404595897	-0.0253469342044059	-0.155562184042867	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0327227513503597	-0.0387180815422517	-0.159638739819981	-0.15348330863851	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0206956851148974	-0.0146340592860455	-0.0146340592860455	-0.0387180815422517	-0.0146340592860455	-0.0506938684088117	-0.0206956851148974	-0.08901550749132	-0.0146340592860455	-0.0292681185720909	-0.0146340592860455	-0.0253469342044059	-0.0527638511240168	-0.0716919562328985	-0.0146340592860455	-0.0253469342044059	-0.097071367623258	-0.0146340592860455	-0.0327227513503597	-0.0146340592860455	5.68105447591609	arg0(np)-v(v)-arg1(np)-arg2(pp)
yank.01	-0.0146340592860455	-0.0146340592860455	-0.0327227513503597	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0413913702297948	-0.0253469342044059	-0.0358459781164493	-0.0959619441292339	-0.0146340592860455	-0.0146340592860455	-0.0253469342044059	-0.0439021778581364	-0.0146340592860455	-0.0146340592860455	-0.0925539175156824	-0.0620870553446923	-0.140364965676088	-0.0146340592860455	-0.398358340153602	-0.0654455027007194	-0.0760408026132176	-0.0146340592860455	-0.0387180815422517	-0.0462769587578412	-0.0774361630845034	-0.0206956851148974	-0.0146340592860455	-0.219998150465802	0.758331859429364	-0.149954485010242	-0.0292681185720909	-0.0937036997065069	-0.08901550749132	-0.154179381636494	-0.0253469342044059	-0.0206956851148974	-0.0547556360261198	-0.259728786860564	-0.0146340592860455	-0.0146340592860455	-0.0413913702297948	-0.0206956851148974	-0.0146340592860455	-0.0358459781164493	-0.502696444786754	-0.0146340592860455	-0.174384942436622	-0.0327227513503597	-0.0827827404595897	-0.0253469342044059	-0.155562184042867	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0327227513503597	-0.0387180815422517	-0.159638739819981	-0.15348330863851	-0.0146340592860455	-0.0146340592860455	-0.0146340592860455	-0.0206956851148974	-0.0146340592860455	-0.0146340592860455	-0.0387180815422517	-0.0146340592860455	-0.0506938684088117	-0.0206956851148974	-0.08901550749132	-0.0146340592860455	-0.0292681185720909	-0.0146340592860455	-0.0253469342044059	-0.0527638511240168	-0.0716919562328985	-0.0146340592860455	-0.0253469342044059	-0.097071367623258	-0.0146340592860455	-0.0327227513503597	-0.0146340592860455	5.68105447591609	arg0(np)-v(v)-arg1(np)-arg2(pp)
abandon.02	-0.0103478425574487	-0.0103478425574487	-0.0231384793789206	-0.0103478425574487	-0.0103478425574487	-0.0103478425574487	-0.0103478425574487	-0.0103478425574487	-0.0103478425574487	-0.0292681185720909	-0.0179229890582246	-0.0253469342044059	-0.0678553414296259	-0.0103478425574487	-0.0103478425574487	-0.0179229890582246	-0.0310435276723461	-0.0103478425574487	-0.0103478425574487	-0.0654455027007194	-0.0439021778581364	-0.0992530190705789	-0.0103478425574487	-0.281681883664829	-0.0462769587578412	-0.0537689671746739	-0.0103478425574487	-0.0273778180130599	-0.0327227513503597	-0.0547556360261198	-0.0146340592860455	-0.0103478425574487	-0.155562184042867	0.536221600192307	-0.106033833220078	-0.0206956851148974	-0.0662585214847389	-0.0629434689778743	-0.109021286274314	-0.0179229890582246	-0.0146340592860455	-0.0387180815422517	-0.18365598645846	-0.0103478425574487	-0.0103478425574487	-0.0292681185720909	-0.0146340592860455	-0.0103478425574487	-0.0253469342044059	-0.355460064987083	-0.0103478425574487	-0.123308775333761	-0.0231384793789206	-0.0585362371441818	-0.0179229890582246	-0.109999075232901	-0.0103478425574487	-0.0103478425574487	-0.0103478425574487	-0.0103478425574487	-0.0231384793789206	-0.0273778180130599	-0.112881635466784	-0.108529088337239	-0.0103478425574487	-0.0103478425574487	-0.0103478425574487	-0.0146340592860455	-0.0103478425574487	-0.0103478425574487	-0.0273778180130599	-0.0103478425574487	-0.0358459781164493	-0.0146340592860455	-0.0629434689778743	-0.0103478425574487	-0.0206956851148974	-0.0103478425574487	-0.0179229890582246	-0.0373096769313097	-0.0506938684088117	-0.0103478425574487	-0.0179229890582246	-0.068639822305458	-0.0103478425574487	-0.0231384793789206	-0.0103478425574487	4.01711214421046	arg0(np)-v(v)-arg1(np)-arg2(pp)
absolve.01	-0.0103478425574487	-0.0103478425574487	-0.0231384793789206	-0.0103478425574487	-0.0103478425574487	-0.0103478425574487	-0.0103478425574487	-0.0103478425574487	-0.0103478425574487	-0.0292681185720909	-0.0179229890582246	-0.0253469342044059	-0.0678553414296259	-0.0103478425574487	-0.0103478425574487	-0.0179229890582246	-0.0310435276723461	-0.0103478425574487	-0.0103478425574487	-0.0654455027007194	-0.0439021778581364	-0.0992530190705789	-0.0103478425574487	-0.281681883664829	-0.0462769587578412	-0.0537689671746739	-0.0103478425574487	-0.0273778180130599	-0.0327227513503597	-0.0547556360261198	-0.0146340592860455	-0.0103478425574487	-0.155562184042867	0.536221600192307	-0.106033833220078	-0.0206956851148974	-0.0662585214847389	-0.0629434689778743	-0.109021286274314	-0.0179229890582246	-0.0146340592860455	-0.0387180815422517	-0.18365598645846	-0.0103478425574487	-0.0103478425574487	-0.0292681185720909	-0.0146340592860455	-0.0103478425574487	-0.0253469342044059	-0.355460064987083	-0.0103478425574487	-0.123308775333761	-0.0231384793789206	-0.0585362371441818	-0.0179229890582246	-0.109999075232901	-0.0103478425574487	-0.0103478425574487	-0.0103478425574487	-0.0103478425574487	-0.0231384793789206	-0.0273778180130599	-0.112881635466784	-0.108529088337239	-0.0103478425574487	-0.0103478425574487	-0.0103478425574487	-0.0146340592860455	-0.0103478425574487	-0.0103478425574487	-0.0273778180130599	-0.0103478425574487	-0.0358459781164493	-0.0146340592860455	-0.0629434689778743	-0.0103478425574487	-0.0206956851148974	-0.0103478425574487	-0.0179229890582246	-0.0373096769313097	-0.0506938684088117	-0.0103478425574487	-0.0179229890582246	-0.068639822305458	-0.0103478425574487	-0.0231384793789206	-0.0103478425574487	4.01711214421046	arg0(np)-v(v)-arg1(np)-arg2(pp)
absorb.01	-0.0103478425574487	-0.0103478425574487	-0.0231384793789206	-0.0103478425574487	-0.0103478425574487	-0.0103478425574487	-0.0103478425574487	-0.0103478425574487	-0.0103478425574487	-0.0292681185720909	-0.0179229890582246	-0.0253469342044059	-0.0678553414296259	-0.0103478425574487	-0.0103478425574487	-0.0179229890582246	-0.0310435276723461	-0.0103478425574487	-0.0103478425574487	-0.0654455027007194	-0.0439021778581364	-0.0992530190705789	-0.0103478425574487	-0.281681883664829	-0.0462769587578412	-0.0537689671746739	-0.0103478425574487	-0.0273778180130599	-0.0327227513503597	-0.0547556360261198	-0.0146340592860455	-0.0103478425574487	-0.155562184042867	0.536221600192307	-0.106033833220078	-0.0206956851148974	-0.0662585214847389	-0.0629434689778743	-0.109021286274314	-0.0179229890582246	-0.0146340592860455	-0.0387180815422517	-0.18365598645846	-0.0103478425574487	-0.0103478425574487	-0.0292681185720909	-0.0146340592860455	-0.0103478425574487	-0.0253469342044059	-0.355460064987083	-0.0103478425574487	-0.123308775333761	-0.0231384793789206	-0.0585362371441818	-0.0179229890582246	-0.109999075232901	-0.0103478425574487	-0.0103478425574487	-0.0103478425574487	-0.0103478425574487	-0.0231384793789206	-0.0273778180130599	-0.112881635466784	-0.108529088337239	-0.0103478425574487	-0.0103478425574487	-0.0103478425574487	-0.0146340592860455	-0.0103478425574487	-0.0103478425574487	-0.0273778180130599	-0.0103478425574487	-0.0358459781164493	-0.0146340592860455	-0.0629434689778743	-0.0103478425574487	-0.0206956851148974	-0.0103478425574487	-0.0179229890582246	-0.0373096769313097	-0.0506938684088117	-0.0103478425574487	-0.0179229890582246	-0.068639822305458	-0.0103478425574487	-0.0231384793789206	-0.0103478425574487	4.01711214421046	arg0(np)-v(v)-arg1(np)-arg2(pp)
